"ASevents","GeneID","geneSymbol","chr","strand","start","end","PValue","FDR","IncLevelDifference","WT","KI","location"
"se","ENSMUSG00000013160","Atp6v0d1","chr8","-",105529173,105529253,0.000465184938657,0.00313816919122,0.031,0.990666666666667,0.96,"chr8:105529173-105529253"
"se","ENSMUSG00000047193","Dync2h1","chr9","-",7155080,7155208,2.3104689296e-05,0.000258184553881,0.083,1,0.916666666666667,"chr9:7155080-7155208"
"se","ENSMUSG00000068551","Zfp467","chr6","-",48442835,48442902,0.00843885047588,0.0365779905313,-0.028,0.0193333333333333,0.0473333333333333,"chr6:48442835-48442902"
"se","ENSMUSG00000068551","Zfp467","chr6","-",48443411,48443487,1.50282112578e-05,0.000181719804511,-0.287,0.634666666666667,0.922,"chr6:48443411-48443487"
"se","ENSMUSG00000026773","Pfkfb3","chr2","-",11478035,11478058,0.000401589767435,0.00277718407295,-0.033,0,0.0333333333333333,"chr2:11478035-11478058"
"se","ENSMUSG00000026773","Pfkfb3","chr2","-",11480197,11480371,0.00874217578812,0.0377435234538,0.011,0.940333333333333,0.929333333333333,"chr2:11480197-11480371"
"se","ENSMUSG00000026773","Pfkfb3","chr2","-",11481246,11481333,0.00165400943816,0.00911228985278,-0.114,0.0976666666666667,0.212,"chr2:11481246-11481333"
"se","ENSMUSG00000038291","Snx25","chr8","-",46045185,46045299,0.000396722802291,0.00274814931916,0.042,1,0.957666666666667,"chr8:46045185-46045299"
"se","ENSMUSG00000024969","Mark2","chr19","-",7278041,7278086,0.00178516887387,0.00966648078064,-0.018,0.977666666666667,0.995333333333333,"chr19:7278041-7278086"
"se","ENSMUSG00000030629","Zfand6","chr7","-",84620867,84620912,0.000114037382611,0.000978270608783,0.03,0.991333333333333,0.961666666666667,"chr7:84620867-84620912"
"se","ENSMUSG00000032228","Tcf12","chr9","-",71868998,71869070,0.000239761102669,0.00180369228426,0.141,0.275333333333333,0.134333333333333,"chr9:71868998-71869070"
"se","ENSMUSG00000032228","Tcf12","chr9","-",72006700,72006762,0.00108720369433,0.00641516496349,-0.229,0.733666666666667,0.963,"chr9:72006700-72006762"
"se","ENSMUSG00000015488","Cacfd1","chr2","+",27017078,27017152,2.22363295322e-05,0.000250634982287,-0.064,0.01,0.0736666666666667,"chr2:27017078-27017152"
"se","ENSMUSG00000018476","Kdm6b","chr11","-",69408663,69408781,1.83650158325e-06,3.19928692124e-05,0.064,0.977,0.912666666666667,"chr11:69408663-69408781"
"se","ENSMUSG00000040712","Camta2","chr11","-",70683278,70683350,3.79593318801e-05,0.000389907066064,0.149,0.962333333333333,0.813,"chr11:70683278-70683350"
"se","ENSMUSG00000040712","Camta2","chr11","-",70683278,70683365,0.000928774006725,0.00560914011774,0.228,0.912666666666667,0.684666666666667,"chr11:70683278-70683365"
"se","ENSMUSG00000040712","Camta2","chr11","-",70683278,70683417,0.000404084128159,0.00279208549898,0.245,0.900333333333333,0.655666666666667,"chr11:70683278-70683417"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43007017,43007086,0.000428444135354,0.0029249784913,-0.162,0.103666666666667,0.265666666666667,"chr16:43007017-43007086"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43072423,43072469,0.00780499034272,0.0341364537729,-0.272,0.728333333333333,1,"chr16:43072423-43072469"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43072423,43072469,7.98176137073e-06,0.000106283454042,0.336,1,0.663666666666667,"chr16:43072423-43072469"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43146896,43146943,7.21745225263e-05,0.000662338182447,-0.137,0.862666666666667,1,"chr16:43146896-43146943"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43146896,43146943,2.42210146141e-05,0.000269502224684,0.443,1,0.556666666666667,"chr16:43146896-43146943"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43146896,43146943,0.00419615765482,0.0201065887627,-0.041,0.934666666666667,0.976,"chr16:43146896-43146943"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43146896,43146943,0.000355228135661,0.00250825534175,-0.139,0.861,1,"chr16:43146896-43146943"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43193464,43193538,2.39249434153e-07,5.91344694226e-06,0.573,1,0.427333333333333,"chr16:43193464-43193538"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43193464,43193538,0.00489152908432,0.0229569622693,0.184,0.835,0.651333333333333,"chr16:43193464-43193538"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43193464,43193538,0.000489604046731,0.00326501968714,-0.063,0.936666666666667,1,"chr16:43193464-43193538"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43282970,43283005,0.00146184005176,0.0082244131547,-0.311,0.121666666666667,0.433,"chr16:43282970-43283005"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43282970,43283005,0.00146344684815,0.00822782339071,-0.188,0.109666666666667,0.297333333333333,"chr16:43282970-43283005"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43462946,43462986,0.00273064980862,0.0138640123812,0.23,1,0.77,"chr16:43462946-43462986"
"se","ENSMUSG00000022708","Zbtb20","chr16","+",43508158,43508322,0.00708741399661,0.0313903913747,-0.05,0.0756666666666667,0.125666666666667,"chr16:43508158-43508322"
"se","ENSMUSG00000009894","Snap47","chr11","-",59442791,59442912,0.0013787420247,0.0078292170567,-0.046,0,0.0463333333333333,"chr11:59442791-59442912"
"se","ENSMUSG00000023262","Acy1","chr9","-",106436888,106436953,6.9414020365e-07,1.42958468393e-05,-0.365,0.635,1,"chr9:106436888-106436953"
"se","ENSMUSG00000039233","Tbce","chr13","-",14005787,14006007,4.97367780984e-05,0.00048627902249,0.112,1,0.888,"chr13:14005787-14006007"
"se","ENSMUSG00000039233","Tbce","chr13","-",14019701,14019887,0.000935173228113,0.00563743538721,0.076,1,0.923666666666667,"chr13:14019701-14019887"
"se","ENSMUSG00000039233","Tbce","chr13","-",14027697,14027782,7.67739146705e-05,0.000696908896422,-0.084,0.886,0.97,"chr13:14027697-14027782"
"se","ENSMUSG00000068329","Htra2","chr6","-",83052697,83052726,0.000849355877868,0.005215704784,-0.381,0.539333333333333,0.920333333333333,"chr6:83052697-83052726"
"se","ENSMUSG00000068329","Htra2","chr6","-",83052697,83052803,0.000128160265803,0.00107915799853,-0.19,0.768333333333333,0.958333333333333,"chr6:83052697-83052803"
"se","ENSMUSG00000025959","Klf7","chr1","-",64120899,64121139,0.000125931325421,0.00106311121486,-0.317,0.683333333333333,1,"chr1:64120899-64121139"
"se","ENSMUSG00000039662","Icmt","chr4","+",152299136,152299245,0.0013242027161,0.00758763542379,0.109,0.27,0.161333333333333,"chr4:152299136-152299245"
"se","ENSMUSG00000038664","Herc1","chr9","+",66455935,66456096,7.89365592893e-05,0.000714819227705,0.031,1,0.969,"chr9:66455935-66456096"
"se","ENSMUSG00000038178","Slc43a2","chr11","+",75544681,75544737,0.000301234649882,0.00218614466783,0.073,0.992333333333333,0.919333333333333,"chr11:75544681-75544737"
"se","ENSMUSG00000038178","Slc43a2","chr11","+",75545753,75545830,0.00215834312412,0.0113653386731,-0.085,0.914666666666667,1,"chr11:75545753-75545830"
"se","ENSMUSG00000040785","Ttc3","chr16","+",94408553,94408716,0.00140768214547,0.00797153336166,0.081,0.878666666666667,0.798,"chr16:94408553-94408716"
"se","ENSMUSG00000040785","Ttc3","chr16","+",94429358,94429685,0.00076844943279,0.00478682463073,0.025,0.990333333333333,0.965333333333333,"chr16:94429358-94429685"
"se","ENSMUSG00000040785","Ttc3","chr16","+",94456710,94456761,3.04675802207e-05,0.000323459881685,0.043,0.988333333333333,0.945666666666667,"chr16:94456710-94456761"
"se","ENSMUSG00000040785","Ttc3","chr16","+",94456710,94456811,0.000561573234288,0.00368077793458,0.027,0.996666666666667,0.97,"chr16:94456710-94456811"
"se","ENSMUSG00000029060","Mib2","chr4","-",155658893,155659001,0.00311181181411,0.0155681504842,-0.234,0.474,0.707666666666667,"chr4:155658893-155659001"
"se","ENSMUSG00000024844","Banf1","chr19","-",5365817,5365956,0.001223790155,0.00709384176911,-0.016,0.984,1,"chr19:5365817-5365956"
"se","ENSMUSG00000025237","Parp6","chr9","+",59618467,59618707,6.53596345703e-05,0.000610704085516,0.122,1,0.878,"chr9:59618467-59618707"
"se","ENSMUSG00000025237","Parp6","chr9","+",59641740,59641810,0.0109275051571,0.0455174321957,0.077,0.119666666666667,0.0426666666666667,"chr9:59641740-59641810"
"se","ENSMUSG00000026797","Stxbp1","chr2","-",32794587,32794713,0.00219414511382,0.0115317086599,-0.031,0.027,0.0576666666666667,"chr2:32794587-32794713"
"se","ENSMUSG00000005069","Pex5","chr6","-",124414006,124414042,0.012139028928,0.0495063959256,-0.026,0.974,1,"chr6:124414006-124414042"
"se","ENSMUSG00000000631","Myo18a","chr11","+",77815855,77815891,0.00962517906779,0.0409749080429,-0.144,0.0213333333333333,0.165666666666667,"chr11:77815855-77815891"
"se","ENSMUSG00000000631","Myo18a","chr11","+",77822662,77822674,0.00673690714588,0.0300811223763,-0.033,0.935,0.968333333333333,"chr11:77822662-77822674"
"se","ENSMUSG00000000631","Myo18a","chr11","+",77854677,77854722,0.00525767198531,0.0244244112425,0.055,0.132,0.0773333333333333,"chr11:77854677-77854722"
"se","ENSMUSG00000031631","Cfap97","chr8","+",46164761,46164896,0.000334010858207,0.00238196381753,-0.345,0.267,0.612,"chr8:46164761-46164896"
"se","ENSMUSG00000031631","Cfap97","chr8","+",46164761,46164896,0.00568795046922,0.0261101956652,-0.319,0.443666666666667,0.763,"chr8:46164761-46164896"
"se","ENSMUSG00000072501","Phf20l1","chr15","+",66597664,66597754,0.00828251752283,0.0359857333323,-0.114,0.679666666666667,0.793666666666667,"chr15:66597664-66597754"
"se","ENSMUSG00000072501","Phf20l1","chr15","+",66613020,66613270,3.28426017985e-05,0.000345772462597,-0.046,0.954,1,"chr15:66613020-66613270"
"se","ENSMUSG00000072501","Phf20l1","chr15","+",66630866,66630966,0.000342528626971,0.00243536059495,0.04,0.985666666666667,0.945666666666667,"chr15:66630866-66630966"
"se","ENSMUSG00000072501","Phf20l1","chr15","+",66630866,66631045,0.00491754155404,0.0230395928365,0.06,0.967666666666667,0.907666666666667,"chr15:66630866-66631045"
"se","ENSMUSG00000021009","Ptpn21","chr12","-",98692871,98692956,0.000114739757243,0.000982757972844,0.055,1,0.944666666666667,"chr12:98692871-98692956"
"se","ENSMUSG00000031516","Dctn6","chr8","-",34104985,34105039,0.00251408349871,0.0129281123003,-0.211,0.04,0.251333333333333,"chr8:34104985-34105039"
"se","ENSMUSG00000031516","Dctn6","chr8","-",34104985,34105098,0.000911852961901,0.00552928538291,-0.183,0.0283333333333333,0.211666666666667,"chr8:34104985-34105098"
"se","ENSMUSG00000030798","Cd37","chr7","-",45238659,45238734,3.24867293067e-08,1.11497497276e-06,0.145,0.966666666666667,0.821333333333333,"chr7:45238659-45238734"
"se","ENSMUSG00000030846","Tial1","chr7","-",128444041,128444100,1.75304215588e-13,3.47334677752e-11,0.049,0.049,0,"chr7:128444041-128444100"
"se","ENSMUSG00000030846","Tial1","chr7","-",128446730,128446798,3.89022147829e-13,7.1881676641e-11,0.117,0.185333333333333,0.0683333333333333,"chr7:128446730-128446798"
"se","ENSMUSG00000030846","Tial1","chr7","-",128446730,128447107,0,0,0.096,0.105666666666667,0.00933333333333333,"chr7:128446730-128447107"
"se","ENSMUSG00000030846","Tial1","chr7","-",128447038,128447107,0.000342978571625,0.00243640717511,0.028,0.0326666666666667,0.005,"chr7:128447038-128447107"
"se","ENSMUSG00000030451","Herc2","chr7","+",56202100,56202208,2.35768521373e-08,8.50266082013e-07,0.334,0.890333333333333,0.556666666666667,"chr7:56202100-56202208"
"se","ENSMUSG00000046201","Scaf8","chr17","+",3122052,3122114,0.00543311274284,0.0251399941069,0.071,0.13,0.0586666666666667,"chr17:3122052-3122114"
"se","ENSMUSG00000046201","Scaf8","chr17","+",3177092,3177224,8.212974447e-05,0.000739662457727,0.035,1,0.965,"chr17:3177092-3177224"
"se","ENSMUSG00000025050","Pcgf6","chr19","-",47042121,47042139,0.000442884312991,0.00301208954803,-0.13,0,0.129666666666667,"chr19:47042121-47042139"
"se","ENSMUSG00000037795","N4bp2","chr5","+",65788052,65788141,0.00748610874355,0.0329168605047,-0.225,0.444333333333333,0.669333333333333,"chr5:65788052-65788141"
"se","ENSMUSG00000037795","N4bp2","chr5","+",65817161,65817297,0.000515934878633,0.00342118914481,-0.135,0.864666666666667,1,"chr5:65817161-65817297"
"se","ENSMUSG00000026718","Stam","chr2","+",14133642,14133708,1.182666449e-06,2.20509634397e-05,-0.055,0.00466666666666667,0.0596666666666667,"chr2:14133642-14133708"
"se","ENSMUSG00000026718","Stam","chr2","+",14138135,14138190,0.00966143536302,0.0411164261597,-0.02,0.980333333333333,1,"chr2:14138135-14138190"
"se","ENSMUSG00000039983","Ccdc32","chr2","-",119022068,119022225,0.000143891826361,0.00118255926262,-0.067,0.933333333333333,1,"chr2:119022068-119022225"
"se","ENSMUSG00000044702","Palb2","chr7","-",122128922,122129016,6.00320382627e-06,8.45952758552e-05,-0.072,0.928,1,"chr7:122128922-122129016"
"se","ENSMUSG00000020794","Ube2g1","chr11","+",72645536,72645652,5.15703170225e-05,0.000500633921744,0.024,0.028,0.00366666666666667,"chr11:72645536-72645652"
"se","ENSMUSG00000020794","Ube2g1","chr11","+",72663070,72663173,1.70348389839e-08,6.56060719181e-07,0.055,0.997,0.942333333333333,"chr11:72663070-72663173"
"se","ENSMUSG00000037363","Letm2","chr8","-",25596361,25596445,0.000254293014728,0.00189825175996,0.171,1,0.829,"chr8:25596361-25596445"
"se","ENSMUSG00000026179","Pnkd","chr1","+",74287091,74287208,0.000428057059393,0.00292455269702,0.147,0.920333333333333,0.773333333333333,"chr1:74287091-74287208"
"se","ENSMUSG00000033985","Tesk2","chr4","+",116792087,116792234,0.00172028337381,0.0094143294783,0.214,1,0.786,"chr4:116792087-116792234"
"se","ENSMUSG00000024177","Nme4","chr17","-",26092506,26092557,1.09731444843e-05,0.00013923870451,-0.098,0.085,0.183,"chr17:26092506-26092557"
"se","ENSMUSG00000028718","Stil","chr4","+",115009270,115009518,2.5479096144e-07,6.23517464417e-06,0.14,1,0.860333333333333,"chr4:115009270-115009518"
"se","ENSMUSG00000035569","Ankrd11","chr8","-",122900601,122900698,0.00871418045342,0.0376424212126,0.058,0.194333333333333,0.136,"chr8:122900601-122900698"
"se","ENSMUSG00000039477","Tnrc18","chr5","-",142732863,142733031,0.00203020950577,0.0107977992634,-0.016,0.962666666666667,0.978666666666667,"chr5:142732863-142733031"
"se","ENSMUSG00000006301","Tmbim1","chr1","-",74292456,74292507,1.97173127936e-07,5.01936855868e-06,0.044,1,0.955666666666667,"chr1:74292456-74292507"
"se","ENSMUSG00000032705","Exd2","chr12","+",80488284,80488507,0.0112430261642,0.0465956565701,-0.244,0,0.244333333333333,"chr12:80488284-80488507"
"se","ENSMUSG00000026737","Pip4k2a","chr2","-",18872283,18872430,1.65107719718e-08,6.38869753121e-07,0.066,0.984333333333333,0.918666666666667,"chr2:18872283-18872430"
"se","ENSMUSG00000042842","Serpinb6b","chr13","+",32968499,32968674,0.000228240690697,0.00172888906426,-0.067,0.932666666666667,1,"chr13:32968499-32968674"
"se","ENSMUSG00000113204","Gm46430","chr13","-",74611263,74611387,0.0102201791988,0.0430840417647,-0.192,0.0706666666666667,0.263,"chr13:74611263-74611387"
"se","ENSMUSG00000030180","Kdm5a","chr6","+",120381534,120381669,0.000333138323575,0.00237712411334,0.162,0.933,0.770666666666667,"chr6:120381534-120381669"
"se","ENSMUSG00000030180","Kdm5a","chr6","+",120415215,120415354,2.66538902061e-10,1.8975031361e-08,-0.107,0.861333333333333,0.968,"chr6:120415215-120415354"
"se","ENSMUSG00000059981","Taok2","chr7","-",126868109,126868322,0.000482386182081,0.00322735588459,-0.082,0.918,1,"chr7:126868109-126868322"
"se","ENSMUSG00000039427","Alg1","chr16","+",5240143,5240182,9.79669998527e-05,0.000861533322234,0.084,1,0.916,"chr16:5240143-5240182"
"se","ENSMUSG00000068966","Zbtb34","chr2","-",33428100,33428220,2.96994416934e-05,0.000318180663614,0.397,0.782666666666667,0.385333333333333,"chr2:33428100-33428220"
"se","ENSMUSG00000032254","Kif23","chr9","-",61923904,61924216,1.09678786268e-05,0.00013923870451,-0.192,0.583,0.775333333333333,"chr9:61923904-61924216"
"se","ENSMUSG00000067367","Lyar","chr5","+",38223133,38223231,5.6944449156e-12,7.04098846895e-10,0.085,0.0926666666666667,0.00733333333333333,"chr5:38223133-38223231"
"se","ENSMUSG00000067367","Lyar","chr5","+",38225888,38226003,0.000341029612725,0.00242675550898,0.031,0.993666666666667,0.963,"chr5:38225888-38226003"
"se","ENSMUSG00000026634","Angel2","chr1","+",190932866,190933192,0.00177028868479,0.0096143980916,-0.09,0.823666666666667,0.913666666666667,"chr1:190932866-190933192"
"se","ENSMUSG00000026634","Angel2","chr1","+",190942120,190942247,0.00610229525953,0.0277114840507,0.034,0.976333333333333,0.942333333333333,"chr1:190942120-190942247"
"se","ENSMUSG00000029998","Pcyox1","chr6","-",86395913,86396120,2.18233697202e-06,3.65614786666e-05,0.132,0.924333333333333,0.792666666666667,"chr6:86395913-86396120"
"se","ENSMUSG00000029366","Dck","chr5","+",88776856,88776972,0.0052052740705,0.0242494991755,0.031,1,0.968666666666667,"chr5:88776856-88776972"
"se","ENSMUSG00000018372","Cep95","chr11","+",106811195,106811349,8.76894213464e-07,1.71877536835e-05,0.216,1,0.784,"chr11:106811195-106811349"
"se","ENSMUSG00000030763","Lcmt1","chr7","+",123428093,123428191,0.0103064645235,0.0433477772606,0.017,1,0.983333333333333,"chr7:123428093-123428191"
"se","ENSMUSG00000030979","Uros","chr7","-",133691085,133691166,2.39432374616e-06,3.94931334058e-05,0.461,0.964666666666667,0.504,"chr7:133691085-133691166"
"se","ENSMUSG00000021235","Coq6","chr12","+",84371107,84371170,2.64742487039e-05,0.000289859533912,0.034,0.979333333333333,0.945,"chr12:84371107-84371170"
"se","ENSMUSG00000022105","Rb1","chr14","-",73272632,73272710,5.50018068849e-05,0.000528950125276,0.074,1,0.925666666666667,"chr14:73272632-73272710"
"se","ENSMUSG00000022723","Crybg3","chr16","-",59577797,59577864,0.000519655436702,0.00343892702477,-0.126,0.873666666666667,1,"chr16:59577797-59577864"
"se","ENSMUSG00000019373","Cops3","chr11","-",59830146,59830239,0.00415944366529,0.0199481047173,0.014,1,0.986333333333333,"chr11:59830146-59830239"
"se","ENSMUSG00000019373","Cops3","chr11","-",59830146,59830307,8.8376968177e-07,1.72813227309e-05,0.036,1,0.964333333333333,"chr11:59830146-59830307"
"se","ENSMUSG00000001441","Npepps","chr11","-",97238093,97238258,4.71249561595e-09,2.21688176133e-07,-0.079,0.920666666666667,1,"chr11:97238093-97238258"
"se","ENSMUSG00000046753","Ccdc66","chr14","-",27500240,27500682,0.000419554844115,0.00287842278326,-0.069,0.930666666666667,1,"chr14:27500240-27500682"
"se","ENSMUSG00000028552","Eps15","chr4","+",109379866,109380029,0.00859166887106,0.0371815775223,0.026,1,0.973666666666667,"chr4:109379866-109380029"
"se","ENSMUSG00000022668","Gtpbp8","chr16","-",44743737,44743868,3.827123913e-06,5.78997725384e-05,-0.06,0.939666666666667,1,"chr16:44743737-44743868"
"se","ENSMUSG00000022668","Gtpbp8","chr16","-",44745394,44745493,5.95060596199e-05,0.000563748556325,-0.099,0.885,0.983666666666667,"chr16:44745394-44745493"
"se","ENSMUSG00000031902","Nfatc3","chr8","+",106119321,106119425,0,0,0.104,0.163,0.059,"chr8:106119321-106119425"
"se","ENSMUSG00000029456","Acad10","chr5","-",121647834,121647993,0.00241170893776,0.0124679514245,0.087,1,0.913,"chr5:121647834-121647993"
"se","ENSMUSG00000039887","Alg14","chr3","+",121298588,121298758,0.00121993277607,0.00707397549452,-0.188,0.812,1,"chr3:121298588-121298758"
"se","ENSMUSG00000039887","Alg14","chr3","+",121298603,121298758,0.0010721598821,0.00634004648009,-0.179,0.821,1,"chr3:121298603-121298758"
"se","ENSMUSG00000032178","Ilf3","chr9","+",21397968,21398136,7.8793098458e-06,0.000105431448669,0.041,0.982,0.940666666666667,"chr9:21397968-21398136"
"se","ENSMUSG00000031835","Mbtps1","chr8","-",119549557,119549706,0,0,0.132,0.173333333333333,0.0416666666666667,"chr8:119549557-119549706"
"se","ENSMUSG00000038425","Poli","chr18","-",70528701,70528827,2.43340078976e-07,5.99061017778e-06,0.055,1,0.945,"chr18:70528701-70528827"
"se","ENSMUSG00000037904","Ankrd9","chr12","-",110977663,110977770,0.00144090364146,0.00813166107886,-0.384,0.172,0.555666666666667,"chr12:110977663-110977770"
"se","ENSMUSG00000027007","Itprid2","chr2","+",79641961,79642001,7.50427047258e-06,0.000101153875346,0.073,1,0.926666666666667,"chr2:79641961-79642001"
"se","ENSMUSG00000114278","Gm49027","chr5","-",123517736,123517833,0.00246115210441,0.0126956230731,-0.029,0.971333333333333,1,"chr5:123517736-123517833"
"se","ENSMUSG00000035378","Shq1","chr6","-",100630882,100631006,1.14708474972e-05,0.000144772131306,0.069,1,0.930666666666667,"chr6:100630882-100631006"
"se","ENSMUSG00000061306","Slc38a10","chr11","-",120108466,120108490,2.57926646707e-09,1.30913694602e-07,-0.061,0.016,0.077,"chr11:120108466-120108490"
"se","ENSMUSG00000061306","Slc38a10","chr11","-",120108466,120108553,0.000133710736751,0.00111617922125,-0.02,0.0126666666666667,0.0323333333333333,"chr11:120108466-120108553"
"se","ENSMUSG00000061306","Slc38a10","chr11","-",120141599,120141645,6.08656307466e-05,0.000574589723093,0.043,0.973333333333333,0.93,"chr11:120141599-120141645"
"se","ENSMUSG00000061306","Slc38a10","chr11","-",120147720,120147838,0.00129549442128,0.00744388740669,0.022,0.996,0.973666666666667,"chr11:120147720-120147838"
"se","ENSMUSG00000023026","Dip2b","chr15","+",100151150,100151363,8.67181529496e-05,0.000773595989576,0.044,0.991666666666667,0.948,"chr15:100151150-100151363"
"se","ENSMUSG00000024493","Lars","chr18","-",42219857,42219948,0.00716454731226,0.0316808229497,-0.072,0.886,0.958,"chr18:42219857-42219948"
"se","ENSMUSG00000024843","Chka","chr19","+",3871002,3871062,0.00365489919571,0.0178405512833,0.03,0.048,0.0183333333333333,"chr19:3871002-3871062"
"se","ENSMUSG00000031823","Zdhhc7","chr8","-",120084843,120084925,0.00042676362388,0.00291935432392,-0.031,0.969,1,"chr8:120084843-120084925"
"se","ENSMUSG00000001999","Blvra","chr2","+",127082931,127083050,2.99145614074e-05,0.000319860183579,-0.049,0.951333333333333,1,"chr2:127082931-127083050"
"se","ENSMUSG00000109865","Hspa14","chr2","-",3511014,3511097,3.26470810499e-05,0.000343934175442,-0.039,0.958333333333333,0.997666666666667,"chr2:3511014-3511097"
"se","ENSMUSG00000054519","Zfp867","chr11","-",59465011,59465072,0.00967100296174,0.0411273968725,0.144,0.770333333333333,0.626666666666667,"chr11:59465011-59465072"
"se","ENSMUSG00000027963","Extl2","chr3","+",116012186,116012286,0.000144298614428,0.00118531004709,0.032,0.0316666666666667,0,"chr3:116012186-116012286"
"se","ENSMUSG00000022801","Lrch3","chr16","+",32986738,32986888,0.000325622096568,0.00233225408452,0.158,0.857666666666667,0.7,"chr16:32986738-32986888"
"se","ENSMUSG00000022801","Lrch3","chr16","+",32990264,32990318,1.34255939699e-11,1.51221844408e-09,0.104,1,0.896,"chr16:32990264-32990318"
"se","ENSMUSG00000022801","Lrch3","chr16","+",32993761,32993833,0.00682005044015,0.0304109895576,-0.236,0.764333333333333,1,"chr16:32993761-32993833"
"se","ENSMUSG00000022801","Lrch3","chr16","+",33009188,33009436,0.00885463218979,0.0381189597804,0.016,0.016,0,"chr16:33009188-33009436"
"se","ENSMUSG00000024858","Grk2","chr19","-",4289897,4290005,0.000247216999973,0.00185384567467,-0.021,0.979,1,"chr19:4289897-4290005"
"se","ENSMUSG00000024858","Grk2","chr19","-",4289897,4290020,7.04141989161e-09,3.05013356038e-07,-0.055,0.945333333333333,1,"chr19:4289897-4290020"
"se","ENSMUSG00000026977","Marchf7","chr2","+",60232199,60232367,0.00794688221573,0.0346740456454,0.031,0.974666666666667,0.943333333333333,"chr2:60232199-60232367"
"se","ENSMUSG00000014177","Tvp23b","chr11","+",62886188,62886320,2.38187915713e-06,3.93668369236e-05,-0.05,0.936666666666667,0.986333333333333,"chr11:62886188-62886320"
"se","ENSMUSG00000026958","Dpp7","chr2","-",25353607,25353726,4.73921667847e-05,0.000468367898302,-0.098,0.901666666666667,1,"chr2:25353607-25353726"
"se","ENSMUSG00000026958","Dpp7","chr2","-",25354892,25355028,0.00131795619677,0.00755710936398,-0.106,0.894333333333333,1,"chr2:25354892-25355028"
"se","ENSMUSG00000050565","Tor1aip2","chr1","+",156041074,156041134,5.84849639984e-06,8.25566723565e-05,-0.184,0.815666666666667,1,"chr1:156041074-156041134"
"se","ENSMUSG00000050565","Tor1aip2","chr1","+",156041074,156041134,0.00618289997649,0.0280258517402,0.307,1,0.692666666666667,"chr1:156041074-156041134"
"se","ENSMUSG00000029254","Stap1","chr5","+",86081166,86081280,9.19579967729e-11,7.67639216716e-09,0.085,0.968333333333333,0.883,"chr5:86081166-86081280"
"se","ENSMUSG00000034636","Zyg11b","chr4","-",108244725,108244773,0.000736906319266,0.00462711890811,-0.034,0.955,0.988666666666667,"chr4:108244725-108244773"
"se","ENSMUSG00000021493","Pdlim7","chr13","-",55508207,55508326,0.0107771676655,0.0449709521084,0.058,0.891666666666667,0.833666666666667,"chr13:55508207-55508326"
"se","ENSMUSG00000022657","Cd96","chr16","-",46051999,46052068,9.45080614057e-05,0.000836032850897,0.096,1,0.903666666666667,"chr16:46051999-46052068"
"se","ENSMUSG00000005871","Apc","chr18","+",34289837,34289942,0.000194722094021,0.0015126144715,0.164,0.909333333333333,0.745333333333333,"chr18:34289837-34289942"
"se","ENSMUSG00000032946","Rasgrp2","chr19","+",6403431,6403563,2.86296487406e-07,6.8482640927e-06,-0.034,0.960666666666667,0.994333333333333,"chr19:6403431-6403563"
"se","ENSMUSG00000030660","Pik3c2a","chr7","-",116405859,116405963,0.00331529487453,0.016406868556,0.026,0.962,0.936333333333333,"chr7:116405859-116405963"
"se","ENSMUSG00000047394","Odf3b","chr15","-",89378645,89378849,0.00317096567958,0.0158115617346,0.333,1,0.666666666666667,"chr15:89378645-89378849"
"se","ENSMUSG00000016495","Plgrkt","chr19","-",29350359,29350469,9.2071573965e-07,1.79397752826e-05,0.117,0.912333333333333,0.795333333333333,"chr19:29350359-29350469"
"se","ENSMUSG00000020640","Itsn2","chr12","+",4613242,4613305,5.079427845e-08,1.61875924008e-06,0.066,1,0.933666666666667,"chr12:4613242-4613305"
"se","ENSMUSG00000024660","Incenp","chr19","-",9883191,9883203,0.00775913155785,0.0339720230215,0.194,0.660666666666667,0.467,"chr19:9883191-9883203"
"se","ENSMUSG00000022897","Dyrk1a","chr16","+",94611418,94611504,0.00666930839352,0.0298521438572,0.036,1,0.963666666666667,"chr16:94611418-94611504"
"se","ENSMUSG00000027163","Commd9","chr2","+",101895134,101895260,0.000367005468414,0.00257373344481,0.052,1,0.948333333333333,"chr2:101895134-101895260"
"se","ENSMUSG00000027163","Commd9","chr2","+",101897039,101897179,0.000148465023773,0.00121600035979,-0.056,0.944,1,"chr2:101897039-101897179"
"se","ENSMUSG00000058006","Mdn1","chr4","+",32667271,32667464,0.000205464130255,0.00158260310166,-0.075,0.925333333333333,1,"chr4:32667271-32667464"
"se","ENSMUSG00000058006","Mdn1","chr4","+",32729629,32729787,0.000274089504123,0.0020267094853,0.032,1,0.968333333333333,"chr4:32729629-32729787"
