ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
7671	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117709699	117709784	117705154	117705229	117709945	117710022	7671	224,131,269	24,12,2	286,183,374	8,62,48	224	139	0.0228346083649	0.0837321368187	0.853,0.871,0.988	0.957,0.647,0.829	0.093
7672	"ENSMUSG00000045690"	"Wdr89"	chr12	-	75640803	75641016	75631396	75633508	75669471	75669527	7672	2,0,0	46,28,13	0,25,0	0,18,0	352	139	1	1.0	0.017,0.0,0.0	NA,0.354,NA	-0.348
7674	"ENSMUSG00000036023"	"Parp2"	chr14	+	50814869	50815427	50811775	50811826	50816196	50816299	7674	379,156,213	0,1,0	322,148,275	0,0,0	697	139	1	1.0	1.0,0.969,1.0	1.0,1.0,1.0	-0.01
7675	"ENSMUSG00000036023"	"Parp2"	chr14	+	50817331	50817470	50816972	50817123	50819209	50819273	7675	519,132,183	0,0,0	217,216,420	2,0,0	278	139	1	1.0	1.0,1.0,1.0	0.982,1.0,1.0	0.006
7678	"ENSMUSG00000034543"	"Morc2a"	chr11	+	3685975	3686069	3685657	3685882	3688110	3688299	7678	204,100,139	0,0,0	154,203,100	2,0,0	233	139	1	1.0	1.0,1.0,1.0	0.979,1.0,1.0	0.007
7684	"ENSMUSG00000117393"	"Gm36279"	chr17	+	84208578	84208677	84207343	84207444	84215996	84216056	7684	10,25,1	0,4,0	2,17,24	0,0,0	238	139	0.614363597758	1.0	1.0,0.785,1.0	1.0,1.0,1.0	-0.072
7686	"ENSMUSG00000070336"	"Fbxo47"	chr11	-	97879383	97879588	97872857	97872934	97883922	97884154	7686	0,14,0	10,4,8	2,0,0	0,0,0	344	139	1	1.0	0.0,0.586,0.0	1.0,NA,NA	-0.805
7688	"ENSMUSG00000020463"	"Ppp4r3b"	chr11	+	29187950	29188574	29182446	29182545	29194572	29194650	7688	716,259,410	0,0,0	720,534,791	10,0,0	763	139	0.141939242789	0.38088032871	1.0,1.0,1.0	0.929,1.0,1.0	0.024
7689	"ENSMUSG00000020463"	"Ppp4r3b"	chr11	+	29202866	29202908	29200700	29200803	29205545	29205704	7689	466,212,306	1,0,0	509,417,323	1,18,0	181	139	0.0823605300563	0.244923997241	0.997,1.0,1.0	0.997,0.947,1.0	0.018
7690	"ENSMUSG00000020463"	"Ppp4r3b"	chr11	+	29205545	29205704	29202866	29202908	29209316	29209486	7690	540,217,304	0,6,6	663,451,469	0,0,2	298	139	0.117828775122	0.32678376386	1.0,0.944,0.959	1.0,1.0,0.991	-0.029
7691	"ENSMUSG00000062604"	"Srpk2"	chr5	-	23513951	23514044	23503263	23507720	23514633	23514703	7691	555,168,280	0,0,0	320,280,623	2,4,115	232	139	4.47131220938e-11	4.20558851237e-09	1.0,1.0,1.0	0.99,0.977,0.764	0.09
7692	"ENSMUSG00000062604"	"Srpk2"	chr5	-	23526789	23526815	23525495	23525745	23527896	23528062	7692	241,51,85	6,6,0	106,100,144	0,0,0	165	139	0.00989154601672	0.0413130797856	0.971,0.877,1.0	1.0,1.0,1.0	-0.051
7693	"ENSMUSG00000062604"	"Srpk2"	chr5	-	23565113	23565265	23548454	23548563	23616326	23616390	7693	533,148,351	5,0,0	341,188,471	0,0,0	291	139	1	1.0	0.981,1.0,1.0	1.0,1.0,1.0	-0.006
7694	"ENSMUSG00000062604"	"Srpk2"	chr5	-	23616326	23616390	23565113	23565265	23624052	23624126	7694	52,15,68	0,6,0	41,13,54	0,0,0	203	139	0.0538310431228	0.172721046745	1.0,0.631,1.0	1.0,1.0,1.0	-0.123
7702	"ENSMUSG00000052298"	"Cdc42se2"	chr11	-	54740237	54740550	54723573	54723675	54756405	54756559	7702	1699,677,736	0,0,1	1261,1214,1107	4,20,1	452	139	0.00752968760472	0.0325640194361	1.0,1.0,0.996	0.99,0.949,0.997	0.02
7704	"ENSMUSG00000052298"	"Cdc42se2"	chr11	-	54755825	54755924	54740309	54740550	54756405	54756559	7704	36,0,20	967,391,398	6,0,10	764,675,638	238	139	0.00225424863864	0.0116792359433	0.021,0.0,0.029	0.005,0.0,0.009	0.012
7705	"ENSMUSG00000052298"	"Cdc42se2"	chr11	-	54760180	54760339	54756405	54756559	54787559	54787675	7705	28,30,0	285,143,151	31,12,18	191,211,346	298	139	0.405818142923	0.873514663595	0.044,0.089,0.0	0.07,0.026,0.024	0.004
7707	"ENSMUSG00000009376"	"Met"	chr6	+	17549031	17549172	17548685	17548839	17553238	17553469	7707	31,24,6	0,0,3	20,0,57	0,0,0	280	139	1	1.0	1.0,1.0,0.498	1.0,NA,1.0	-0.167
7713	"ENSMUSG00000052477"	"C130026I21Rik"	chr1	-	85257385	85257469	85254513	85254576	85259694	85259866	7713	21,6,0	3,18,0	84,40,0	39,1,0	223	139	1	1.0	0.814,0.172,NA	0.573,0.961,NA	-0.274
7715	"ENSMUSG00000024617"	"Camk2a"	chr18	+	60969010	60969043	60963553	60963963	60969993	60970042	7715	45,7,25	200,55,154	30,26,18	110,204,227	172	139	0.193075370517	0.487875437321	0.154,0.093,0.116	0.181,0.093,0.06	0.01
7716	"ENSMUSG00000024617"	"Camk2a"	chr18	+	60977939	60978015	60969993	60970042	60980059	60980154	7716	405,115,204	11,0,10	244,242,205	3,15,59	215	139	0.00118096177645	0.00678012934788	0.96,1.0,0.93	0.981,0.913,0.692	0.101
7717	"ENSMUSG00000024617"	"Camk2a"	chr18	+	60980059	60980154	60969993	60970042	60984325	60984554	7717	87,31,100	14,0,4	95,132,127	4,0,0	234	139	2.7992954407e-05	0.000305343955957	0.787,1.0,0.937	0.934,1.0,1.0	-0.07
7719	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35782511	35782601	35778024	35778141	35784506	35784587	7719	872,329,756	0,0,22	679,335,197	0,18,0	229	139	0.471583071566	0.974565709799	1.0,1.0,0.954	1.0,0.919,1.0	0.012
7720	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35788425	35788554	35788086	35788194	35789557	35789661	7720	1719,737,1351	0,0,0	1085,1081,1386	2,0,0	268	139	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0	0.001
7721	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35798593	35798658	35795758	35795806	35800483	35800565	7721	1026,359,659	6,0,2	722,593,638	0,12,0	204	139	0.793065734147	1.0	0.991,1.0,0.996	1.0,0.971,1.0	0.005
7722	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35805733	35805884	35800483	35800565	35806767	35806965	7722	1382,397,1010	0,0,0	924,809,734	0,12,0	290	139	0.789596158518	1.0	1.0,1.0,1.0	1.0,0.97,1.0	0.01
7723	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35812062	35812136	35810645	35810714	35812212	35812316	7723	987,415,861	0,0,0	702,831,931	0,4,0	213	139	1	1.0	1.0,1.0,1.0	1.0,0.993,1.0	0.002
7724	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35814043	35814225	35812212	35812316	35819908	35820112	7724	1919,629,1447	0,0,0	1345,1411,2097	0,0,34	321	139	0.0952909390784	0.275899535133	1.0,1.0,1.0	1.0,1.0,0.964	0.012
7727	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35843570	35843696	35838720	35839214	35849433	35849564	7727	16,0,0	854,276,382	4,0,0	539,381,418	265	139	1	1.0	0.01,0.0,0.0	0.004,0.0,0.0	0.002
7729	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35849433	35849564	35837485	35839214	35855104	35855228	7729	1502,462,718	0,0,6	962,753,779	0,0,0	270	139	1	1.0	1.0,1.0,0.984	1.0,1.0,1.0	-0.005
7732	"ENSMUSG00000021661"	"Ankra2"	chr13	+	98266150	98266532	98263073	98263476	98267315	98267474	7732	197,48,151	0,2,5	72,103,36	2,0,0	521	139	0.0477367498284	0.155871236297	1.0,0.865,0.89	0.906,1.0,1.0	-0.05
7734	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13953410	13953538	13953075	13953162	13954538	13954623	7734	887,331,538	0,0,0	425,440,1071	0,7,0	267	139	0.899065345702	1.0	1.0,1.0,1.0	1.0,0.97,1.0	0.01
7735	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957061	13957180	13954538	13954656	13957459	13957631	7735	19,0,0	0,15,16	0,0,0	14,0,65	258	139	1	1.0	1.0,0.0,0.0	0.0,NA,0.0	0.333
7736	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957061	13957180	13954538	13954656	13957479	13957543	7736	10,0,0	18,3,9	0,0,0	0,0,63	258	139	1	1.0	0.23,0.0,0.0	NA,NA,0.0	0.077
7737	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957061	13957180	13954538	13954656	13957553	13957631	7737	10,0,1	9,4,9	0,12,0	5,2,14	258	139	0.465483276801	0.966332821346	0.374,0.0,0.056	0.0,0.764,0.0	-0.111
7738	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957061	13957180	13954538	13954656	13961184	13961277	7738	18,0,0	78,24,93	0,0,0	48,32,81	258	139	0.00015736683818	0.00126291446311	0.111,0.0,0.0	0.0,0.0,0.0	0.037
7739	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957459	13957631	13954538	13954656	13961184	13961212	7739	0,18,22	78,24,93	14,4,65	48,32,81	311	139	0.0389090051783	0.131291969093	0.0,0.251,0.096	0.115,0.053,0.264	-0.028
7740	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957459	13957631	13957061	13957180	13961184	13961212	7740	9,3,6	8,0,0	0,4,0	0,0,0	311	139	1	1.0	0.335,1.0,1.0	NA,1.0,NA	-0.222
7741	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957553	13957631	13954538	13954656	13960867	13961160	7741	9,4,4	10,4,3	0,2,14	0,18,0	217	139	1	1.0	0.366,0.39,0.461	NA,0.066,1.0	-0.127
7742	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957553	13957631	13954538	13954656	13961184	13961212	7742	9,4,9	78,24,93	5,2,14	48,32,81	217	139	0.780373919508	1.0	0.069,0.096,0.058	0.063,0.038,0.1	0.007
7743	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13957553	13957631	13957061	13957180	13961184	13961212	7743	0,0,1	8,0,0	0,12,0	0,0,0	217	139	1	1.0	0.0,NA,1.0	NA,1.0,NA	-0.5
7749	"ENSMUSG00000004099"	"Dnmt1"	chr9	-	20922765	20922917	20922293	20922481	20923701	20923794	7749	2209,876,1419	0,0,0	2199,1182,1838	6,0,0	291	139	1	1.0	1.0,1.0,1.0	0.994,1.0,1.0	0.002
7750	"ENSMUSG00000004099"	"Dnmt1"	chr9	-	20927106	20927171	20926805	20926848	20929047	20929129	7750	2388,660,1586	0,10,0	2102,1637,3577	0,0,0	204	139	0.889371817603	1.0	1.0,0.978,1.0	1.0,1.0,1.0	-0.007
7752	"ENSMUSG00000060012"	"Kif13b"	chr14	+	64782341	64782395	64779690	64779768	64788407	64788519	7752	173,62,102	1,0,0	180,148,203	0,0,0	193	139	1	1.0	0.992,1.0,1.0	1.0,1.0,1.0	-0.003
7753	"ENSMUSG00000060012"	"Kif13b"	chr14	+	64800344	64800407	64789564	64789698	64802973	64803730	7753	141,32,91	25,14,13	119,55,118	14,44,27	202	139	0.433541448833	0.916434827707	0.795,0.611,0.828	0.854,0.462,0.75	0.056
7755	"ENSMUSG00000000861"	"Bcl11a"	chr11	+	24158252	24158354	24085320	24085650	24163145	24163288	7755	850,249,602	31,24,26	507,407,484	55,45,0	241	139	0.267226152452	0.632345786927	0.941,0.857,0.93	0.842,0.839,1.0	0.016
7756	"ENSMUSG00000000861"	"Bcl11a"	chr11	+	24163145	24163288	24085320	24085650	24172698	24173558	7756	154,74,87	10,0,0	136,101,51	2,0,0	282	139	0.00664854771779	0.0293391676769	0.884,1.0,1.0	0.971,1.0,1.0	-0.029
7757	"ENSMUSG00000000861"	"Bcl11a"	chr11	+	24163145	24164888	24085320	24085650	24172698	24173194	7757	180,56,87	10,0,0	146,122,94	2,0,0	1882	139	0.00329915289884	0.0161235322788	0.571,1.0,1.0	0.844,1.0,1.0	-0.091
7758	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157464408	157464467	157461952	157462049	157464964	157465030	7758	256,79,237	2,0,26	123,224,92	0,0,41	198	139	0.885108852202	1.0	0.989,1.0,0.865	1.0,1.0,0.612	0.081
7759	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157467165	157467247	157465711	157465821	157488442	157488628	7759	89,7,44	0,0,0	52,75,144	5,0,0	221	139	0.703977291804	1.0	1.0,1.0,1.0	0.867,1.0,1.0	0.044
7760	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157470615	157470797	157467165	157467247	157472187	157472416	7760	449,116,231	8,0,0	264,128,158	0,0,0	321	139	0.476272011665	0.982353389796	0.96,1.0,1.0	1.0,1.0,1.0	-0.013
7761	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157470615	157470797	157467165	157467247	157488442	157489060	7761	230,53,92	9,0,0	199,11,89	2,0,76	321	139	0.12366591089	0.339766465239	0.917,1.0,1.0	0.977,1.0,0.336	0.201
7762	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157472187	157472416	157467165	157467247	157488442	157489060	7762	160,89,146	9,0,0	92,153,183	2,0,76	368	139	0.0940669519787	0.272835599924	0.87,1.0,1.0	0.946,1.0,0.476	0.149
7763	"ENSMUSG00000033488"	"Cryzl2"	chr1	+	157472187	157472416	157470615	157470797	157488442	157489060	7763	371,152,285	0,0,0	167,270,252	10,0,0	368	139	0.0267580735557	0.0955811394806	1.0,1.0,1.0	0.863,1.0,1.0	0.046
7765	"ENSMUSG00000031483"	"Erlin2"	chr8	+	27024833	27024927	27023806	27023906	27025056	27025178	7765	14,0,28	201,100,142	6,0,0	99,118,69	233	139	1.3606122485e-05	0.000168009584473	0.04,0.0,0.105	0.035,0.0,0.0	0.037
7766	"ENSMUSG00000031483"	"Erlin2"	chr8	+	27024833	27024927	27023865	27024165	27025056	27025178	7766	14,0,30	0,19,55	0,0,0	9,10,82	233	139	4.81669183501e-05	0.000476079804945	1.0,0.0,0.246	0.0,0.0,0.0	0.415
7767	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47572119	47572294	47505239	47505266	47578708	47579058	7767	0,0,0	149,8,199	8,0,0	156,174,189	314	139	1	1.0	0.0,0.0,0.0	0.022,0.0,0.0	-0.007
7768	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47575905	47576033	47505218	47505266	47578708	47579286	7768	8,0,16	149,8,199	2,29,0	156,174,189	267	139	0.760649539555	1.0	0.027,0.0,0.04	0.007,0.08,0.0	-0.007
7770	"ENSMUSG00000024218"	"Taf11"	chr17	-	27902527	27902624	27901121	27901789	27903100	27903188	7770	243,70,88	0,0,0	77,98,154	0,0,4	236	139	0.673735847224	1.0	1.0,1.0,1.0	1.0,1.0,0.958	0.014
7771	"ENSMUSG00000024218"	"Taf11"	chr17	-	27905261	27905410	27903100	27903188	27907500	27907724	7771	367,154,178	0,0,0	206,149,407	6,0,0	288	139	0.696016748835	1.0	1.0,1.0,1.0	0.943,1.0,1.0	0.019
7773	"ENSMUSG00000056888"	"Glipr1"	chr10	-	111996857	111997251	111993440	111993680	112002499	112002621	7773	1686,1003,888	59,4,48	1347,1082,451	20,12,6	533	139	0.000381319711158	0.00262396423314	0.882,0.985,0.828	0.946,0.959,0.951	-0.054
7774	"ENSMUSG00000032657"	"Fam189b"	chr3	+	89184054	89184208	89183579	89183948	89184412	89184523	7774	64,24,30	0,0,10	63,27,56	0,0,0	293	139	0.000811656212583	0.00497018648033	1.0,1.0,0.587	1.0,1.0,1.0	-0.138
7775	"ENSMUSG00000032657"	"Fam189b"	chr3	+	89184151	89184208	89183202	89183948	89184412	89184523	7775	109,49,42	0,0,10	55,52,130	0,0,0	196	139	0.00213826830651	0.0111803990868	1.0,1.0,0.749	1.0,1.0,1.0	-0.084
7777	"ENSMUSG00000024038"	"Ndufv3"	chr17	+	31527309	31528401	31521568	31521692	31531109	31531331	7777	225,40,95	631,282,364	112,66,229	529,436,549	1231	139	0.827939690989	1.0	0.039,0.016,0.029	0.023,0.017,0.045	-0.0
7779	"ENSMUSG00000027378"	"Nphp1"	chr2	-	127756091	127756168	127753972	127754072	127757678	127757761	7779	145,35,52	0,0,0	104,10,167	0,12,0	216	139	0.00856957009501	0.0364671984912	1.0,1.0,1.0	1.0,0.349,1.0	0.217
7780	"ENSMUSG00000027378"	"Nphp1"	chr2	-	127757678	127757761	127756091	127756168	127759575	127759686	7780	180,46,51	0,0,0	105,19,239	4,0,13	222	139	1.70994958754e-05	0.000202779324286	1.0,1.0,1.0	0.943,1.0,0.92	0.046
7793	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328790	28328885	28328583	28328618	28328966	28329047	7793	3840,1489,2763	0,0,0	2278,2165,4119	2,0,0	234	139	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
7794	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328810	28328885	28328470	28328618	28328966	28329047	7794	5668,2135,4119	0,0,0	3535,3159,5937	2,0,0	214	139	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
7795	"ENSMUSG00000037805"	"Rpl10a"	chr17	+	28328813	28328885	28328567	28328618	28328966	28329047	7795	3748,1422,2533	0,0,0	2257,2029,4008	2,0,0	211	139	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
7801	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96223093	96223198	96202130	96202188	96232681	96232748	7801	208,41,122	0,0,12	97,106,86	14,25,13	244	139	6.47936515552e-08	1.96409485193e-06	1.0,1.0,0.853	0.798,0.707,0.79	0.186
7802	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96223093	96223198	96202130	96202188	96273838	96273942	7802	77,26,18	0,0,0	35,58,78	0,5,0	244	139	0.344066144024	0.768221477297	1.0,1.0,1.0	1.0,0.869,1.0	0.044
7803	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96202130	96202188	96273838	96273942	7803	41,8,31	0,0,0	41,48,55	0,5,0	206	139	0.3482811071	0.77542364708	1.0,1.0,1.0	1.0,0.866,1.0	0.045
7805	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96232681	96232748	96223093	96223198	96273838	96273942	7805	169,23,133	7,0,10	93,77,81	4,6,31	206	139	0.0124274622684	0.0498430869732	0.942,1.0,0.9	0.94,0.896,0.638	0.123
7806	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96247049	96247088	96223093	96223198	96273838	96273942	7806	6,4,0	7,0,10	4,0,32	4,6,31	178	139	0.930545160184	1.0	0.401,1.0,0.0	0.438,0.0,0.446	0.172
7807	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96247049	96247088	96232681	96232748	96273838	96273942	7807	6,10,16	57,11,73	6,20,32	33,65,42	178	139	0.30504628662	0.699994685315	0.076,0.415,0.146	0.124,0.194,0.373	-0.018
7808	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96273838	96273942	96223093	96223198	96287600	96287716	7808	149,90,86	0,1,0	129,131,243	0,0,0	243	139	1	1.0	1.0,0.981,1.0	1.0,1.0,1.0	-0.006
7809	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96273838	96273942	96259284	96259300	96287600	96287716	7809	171,92,93	18,0,0	142,147,238	0,0,0	243	139	2.99882724963e-06	4.74166153015e-05	0.845,1.0,1.0	1.0,1.0,1.0	-0.052
7811	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96287600	96287722	96273838	96273942	96290579	96290627	7811	375,158,254	0,0,0	310,239,497	8,0,0	261	139	0.78171207149	1.0	1.0,1.0,1.0	0.954,1.0,1.0	0.015
7812	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96287600	96287722	96273838	96273942	96294964	96295127	7812	176,88,120	4,0,0	191,195,148	0,0,0	261	139	0.785899092443	1.0	0.959,1.0,1.0	1.0,1.0,1.0	-0.014
7813	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96290579	96290627	96273838	96273942	96294964	96295127	7813	29,33,28	4,0,0	37,12,39	0,0,0	187	139	0.615605993882	1.0	0.843,1.0,1.0	1.0,1.0,1.0	-0.052
7814	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96290579	96290627	96287600	96287722	96294964	96295127	7814	268,111,198	22,14,36	194,129,428	46,73,40	187	139	0.0294039776956	0.103372377802	0.901,0.855,0.803	0.758,0.568,0.888	0.115
7816	"ENSMUSG00000037236"	"Matr3"	chr18	+	35562894	35563100	35562191	35562259	35571842	35572123	7816	4,0,1	5,8,0	0,0,32	13,3,49	345	139	0.298008266933	0.688065096608	0.244,0.0,1.0	0.0,0.0,0.208	0.345
7817	"ENSMUSG00000037236"	"Matr3"	chr18	+	35571842	35572935	35562137	35562292	35577557	35577619	7817	1142,296,515	37,5,26	412,400,753	51,29,16	1232	139	0.10311738002	0.293398802961	0.777,0.87,0.691	0.477,0.609,0.842	0.137
7818	"ENSMUSG00000037236"	"Matr3"	chr18	+	35571842	35572935	35562444	35562521	35577557	35577619	7818	818,203,331	0,0,0	244,281,632	13,0,2	1232	139	1.84126208875e-05	0.000215863062541	1.0,1.0,1.0	0.679,1.0,0.973	0.116
7819	"ENSMUSG00000037236"	"Matr3"	chr18	+	35572766	35572935	35562486	35562521	35577557	35577619	7819	722,193,311	0,0,0	238,269,522	13,0,2	308	139	0.00628884060397	0.0279995445879	1.0,1.0,1.0	0.892,1.0,0.992	0.039
7822	"ENSMUSG00000028693"	"Nasp"	chr4	-	116610402	116611377	116605683	116605763	116611971	116612081	7822	0,0,1	392,61,332	0,22,0	286,243,524	1114	139	1	1.0	0.0,0.0,0.0	0.0,0.011,0.0	-0.004
7823	"ENSMUSG00000028693"	"Nasp"	chr4	-	116614329	116614410	116611466	116612081	116618869	116618980	7823	643,146,275	0,0,0	455,199,842	6,0,0	220	139	1	1.0	1.0,1.0,1.0	0.98,1.0,1.0	0.007
7824	"ENSMUSG00000022462"	"Slc38a2"	chr15	-	96695012	96695094	96693555	96693638	96695215	96695308	7824	1117,357,642	0,0,4	1381,886,989	0,0,0	221	139	1	1.0	1.0,1.0,0.99	1.0,1.0,1.0	-0.003
7825	"ENSMUSG00000022462"	"Slc38a2"	chr15	-	96697921	96698037	96695435	96695509	96698181	96698263	7825	1604,731,824	17,14,23	1981,1309,1116	8,14,9	255	139	0.00012963409271	0.00108368571153	0.981,0.966,0.951	0.993,0.981,0.985	-0.02
7826	"ENSMUSG00000003198"	"Zfp959"	chr17	+	55892757	55892860	55892092	55892186	55895820	55895947	7826	42,8,41	9,4,9	77,0,44	4,19,26	242	139	0.112440338143	0.314435604117	0.728,0.535,0.723	0.917,0.0,0.493	0.192
7827	"ENSMUSG00000003198"	"Zfp959"	chr17	+	55896140	55896201	55895820	55895947	55897155	55897279	7827	59,35,34	3,0,0	74,54,90	0,10,0	200	139	0.0643857396282	0.200603686216	0.932,1.0,1.0	1.0,0.79,1.0	0.047
7828	"ENSMUSG00000032376"	"Usp3"	chr9	-	66542512	66542613	66540061	66540175	66543945	66544028	7828	198,57,139	0,0,0	112,116,33	0,0,22	240	139	0.00163993251413	0.00894908540222	1.0,1.0,1.0	1.0,1.0,0.465	0.178
7829	"ENSMUSG00000032376"	"Usp3"	chr9	-	66542512	66542626	66540061	66540175	66543945	66544028	7829	543,210,266	0,0,0	285,327,319	0,0,22	253	139	3.54954318638e-05	0.000372849271524	1.0,1.0,1.0	1.0,1.0,0.888	0.037
7832	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11141662	11141771	11140714	11140850	11145241	11145285	7832	193,104,87	0,0,6	166,126,116	0,0,0	248	139	0.570175691794	1.0	1.0,1.0,0.89	1.0,1.0,1.0	-0.037
7833	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11145179	11145285	11141662	11141771	11145645	11145779	7833	369,143,243	0,0,0	178,191,224	2,0,0	245	139	1	1.0	1.0,1.0,1.0	0.981,1.0,1.0	0.006
7834	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11145241	11145285	11141662	11141771	11145645	11145779	7834	102,49,56	0,0,0	89,138,49	2,0,0	183	139	1	1.0	1.0,1.0,1.0	0.971,1.0,1.0	0.01
7835	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11151865	11151930	11151138	11151325	11153058	11153263	7835	170,65,86	4,0,0	114,107,143	3,11,0	204	139	0.00614047961496	0.0274354762384	0.967,1.0,1.0	0.963,0.869,1.0	0.045
7836	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11152191	11152331	11151865	11151930	11153058	11153263	7836	0,0,6	137,59,66	0,0,0	104,100,91	279	139	0.900951427611	1.0	0.0,0.0,0.043	0.0,0.0,0.0	0.014
7837	"ENSMUSG00000037965"	"Zc3h7a"	chr16	-	11164591	11164693	11162639	11162679	11176219	11176341	7837	258,217,279	0,0,0	307,315,466	6,0,0	241	139	1	1.0	1.0,1.0,1.0	0.967,1.0,1.0	0.011
7839	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410621	80409625	80410274	80413204	80413337	7839	458,206,342	4,0,5	508,630,577	2,16,0	363	139	0.571957018546	1.0	0.978,1.0,0.963	0.99,0.938,1.0	0.004
7840	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410624	80409513	80410274	80412826	80413062	7840	466,198,338	279,52,181	504,606,572	152,142,267	366	139	0.134169047303	0.363048252278	0.388,0.591,0.415	0.557,0.618,0.449	-0.077
7841	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80410397	80410624	80409513	80410274	80413204	80413337	7841	975,339,631	4,0,5	872,908,1055	2,16,0	366	139	0.324201074943	0.73412432158	0.989,1.0,0.98	0.994,0.956,1.0	0.006
7842	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80412826	80413062	80409546	80410274	80413204	80413337	7842	490,142,269	4,0,5	309,351,365	2,16,0	375	139	0.105073408545	0.297827213505	0.978,1.0,0.952	0.983,0.89,1.0	0.019
7843	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80412826	80413062	80410397	80410624	80413204	80413337	7843	229,90,89	527,141,294	157,209,134	368,302,519	375	139	0.949591750852	1.0	0.139,0.191,0.101	0.137,0.204,0.087	0.001
7844	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80415364	80415520	80415161	80415288	80415852	80415926	7844	826,399,550	0,0,0	735,812,602	1,0,0	295	139	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0	0.001
7845	"ENSMUSG00000020167"	"Tcf3"	chr10	-	80415364	80415523	80415161	80415288	80415852	80415926	7845	793,331,466	0,0,0	657,778,680	1,0,0	298	139	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0	0.001
7846	"ENSMUSG00000006818"	"Sod2"	chr17	+	13010519	13010636	13008183	13008386	13013432	13013612	7846	1134,386,586	6,0,0	906,818,849	2,0,0	256	139	1	1.0	0.99,1.0,1.0	0.996,1.0,1.0	-0.002
7848	"ENSMUSG00000007458"	"M6pr"	chr6	+	122311603	122311627	122308719	122309166	122312233	122312413	7848	0,0,0	1016,620,721	8,0,0	794,734,1293	163	139	1	1.0	0.0,0.0,0.0	0.009,0.0,0.0	-0.003
